CRM ID,CRM Group,CRM Type,Matrix,Mineralisation Style,Analysis Method,Element,Unit,Certified Value,Sort Grade,1SD,95% CI Low,95% CI High,Status
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Lead, Pb",ppm,23,23,3,21,25,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Praseodymium, Pr",ppm,127,127,11,119,135,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Samarium, Sm",ppm,48,48,4,45,51,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Terbium, Tb",ppm,5.4,5.4,0.9,4.8,6,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Thorium, Th",ppm,36.4,36.4,3.2,34.5,38.3,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Titanium, Ti",wt.%,0.35,3500,0.03,0.33,0.37,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Thulium, Tm",ppm,2.08,2.08,0.18,1.94,2.22,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Uranium, U",ppm,387,387,20,375,399,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Vanadium, V",ppm,77,77,9,72,82,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Yttrium, Y",ppm,133,133,13,126,140,Current
OREAS 101b,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Ytterbium, Yb",ppm,13.9,13.9,1.2,13.1,14.8,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Uranium, U",ppm,662,662,39,638,685,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Thorium, Th",ppm,39.6,39.6,2,38.2,40.9,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Lanthanum, La",ppm,323,323,16,313,333,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Cerium, Ce",ppm,587,587,48,558,617,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Cobalt, Co",ppm,41,41,3,39,43,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Copper, Cu",ppm,289,289,20,274,305,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Dysprosium, Dy",ppm,18.1,18.1,1,17.6,18.6,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Erbium, Er",ppm,11.1,11.1,0.9,10.6,11.5,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Europium, Eu",ppm,3.89,3.89,0.35,3.68,4.1,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Iron, Fe",wt.%,5.78,57800,0.18,5.68,5.89,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Gadolinium, Gd",ppm,20.9,20.9,1.6,19.9,22,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Holmium, Ho",ppm,3.56,3.56,0.14,3.49,3.63,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Potassium, K",wt.%,3.63,36300,0.17,3.52,3.75,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Lutetium, Lu",ppm,1.7,1.7,0.14,1.6,1.8,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Magnesium, Mg",wt.%,1.36,13600,0.04,1.34,1.39,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Manganese, Mn",ppm,465,465,23,450,479,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Molybdenum, Mo",ppm,14.3,14.3,1.4,13.3,15.2,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Neodymium, Nd",ppm,180,180,16,170,189,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Phosphorus, P",ppm,601,601,76,554,648,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Praseodymium, Pr",ppm,58,58,4,55,60,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Samarium, Sm",ppm,24.7,24.7,1.3,24,25.4,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Terbium, Tb",ppm,3.05,3.05,0.23,2.9,3.21,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Titanium, Ti",wt.%,0.172,1720,0.006,0.167,0.176,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Thulium, Tm",ppm,1.64,1.64,0.11,1.57,1.72,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Vanadium, V",ppm,35,35,9,28,41,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Yttrium, Y",ppm,105,105,5,103,108,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,Borate / Peroxide Fusion ICP,"Ytterbium, Yb",ppm,10.9,10.9,0.5,10.5,11.3,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Cerium, Ce",ppm,573,573,48,541,606,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Cobalt, Co",ppm,38.9,38.9,2.5,37.6,40.2,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Copper, Cu",ppm,290,290,15,282,298,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Dysprosium, Dy",ppm,12.9,12.9,1.4,11.7,14,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Erbium, Er",ppm,7.4,7.4,0.7,6.8,8,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Europium, Eu",ppm,3.84,3.84,0.2,3.67,4.02,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Iron, Fe",wt.%,5.65,56500,0.37,5.43,5.87,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Gadolinium, Gd",ppm,18.5,18.5,1.4,17.4,19.6,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Holmium, Ho",ppm,2.45,2.45,0.26,2.25,2.65,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Potassium, K",wt.%,3.64,36400,0.22,3.5,3.77,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Lanthanum, La",ppm,317,317,18,308,327,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Lutetium, Lu",ppm,1.04,1.04,0.11,0.97,1.12,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Magnesium, Mg",wt.%,1.31,13100,0.07,1.27,1.35,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Manganese, Mn",ppm,448,448,29,431,464,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Molybdenum, Mo",ppm,13.6,13.6,1,13.1,14.1,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Neodymium, Nd",ppm,180,180,12,171,189,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Nickel, Ni",ppm,14.2,14.2,0.9,13.7,14.7,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Phosphorus, P",ppm,563,563,42,539,586,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Lead, Pb",ppm,14,14,4,11,16,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Praseodymium, Pr",ppm,57,57,5,53,60,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Samarium, Sm",ppm,24.4,24.4,1.8,23,25.8,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Terbium, Tb",ppm,2.56,2.56,0.42,2.27,2.85,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Thorium, Th",ppm,38.5,38.5,3.3,36.7,40.2,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Titanium, Ti",wt.%,0.164,1640,0.01,0.158,0.171,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Thulium, Tm",ppm,1.04,1.04,0.11,0.95,1.12,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Uranium, U",ppm,638,638,43,615,662,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Vanadium, V",ppm,31.6,31.6,2.8,29.9,33.3,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Yttrium, Y",ppm,64,64,6,60,68,Current
OREAS 102a,U ore,primary,granitic/haematitic breccia,hydrothermal IOCG variant,4-Acid Digestion,"Ytterbium, Yb",ppm,7.2,7.2,0.7,6.8,7.7,Current
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Uranium, U",ppm,126,126,8,122,131,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Thorium, Th",ppm,152,152,11,145,159,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Lanthanum, La",ppm,48.8,48.8,2.7,46.7,50.9,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Cerium, Ce",ppm,102,102,7,97,108,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Dysprosium, Dy",ppm,7.11,7.11,0.14,7,7.21,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Erbium, Er",ppm,3.9,3.9,0.3,3.7,4.1,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Europium, Eu",ppm,1.29,1.29,0.08,1.23,1.36,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Gadolinium, Gd",ppm,9.4,9.4,0.9,8.6,10.2,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Holmium, Ho",ppm,1.36,1.36,0.08,1.29,1.43,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Potassium, K",wt.%,2.39,23900,0.1,2.32,2.46,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Lutetium, Lu",ppm,0.48,0.48,0.02,0.46,0.5,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Neodymium, Nd",ppm,49.5,49.5,1.4,48.3,50.7,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Praseodymium, Pr",ppm,12.8,12.8,0.7,12.2,13.4,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Samarium, Sm",ppm,10.5,10.5,0.7,9.9,11.2,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Terbium, Tb",ppm,1.39,1.39,0.14,1.26,1.52,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Thulium, Tm",ppm,0.57,0.57,0.04,0.53,0.61,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Ytterbium, Yb",ppm,3.43,3.43,0.18,3.31,3.54,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Pressed Powder Pellet XRF,"Thorium, Th",ppm,154,154,10,130,179,Archived
OREAS 104,U ore,primary,granitic/gneissic,epithermal,Pressed Powder Pellet XRF,"Uranium, U",ppm,125,125,7,105,146,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Uranium, U",ppm,532,532,23,519,545,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Thorium, Th",ppm,369,369,24,353,384,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Lanthanum, La",ppm,51,51,3,48,53,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Cerium, Ce",ppm,117,117,9,111,124,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Dysprosium, Dy",ppm,12.2,12.2,0.6,11.8,12.7,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Erbium, Er",ppm,7.5,7.5,0.5,7.1,7.9,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Europium, Eu",ppm,1.5,1.5,0.12,1.42,1.58,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Gadolinium, Gd",ppm,13,13,1,12.3,13.8,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Holmium, Ho",ppm,2.44,2.44,0.07,2.37,2.52,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Potassium, K",wt.%,1.97,19700,0.11,1.89,2.04,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Lutetium, Lu",ppm,0.99,0.992,0.022,0.98,1.01,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Neodymium, Nd",ppm,64,64.3,2.9,63,66,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Praseodymium, Pr",ppm,16,16,0.6,15.6,16.5,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Samarium, Sm",ppm,14.8,14.8,0.9,14.1,15.5,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Terbium, Tb",ppm,2.18,2.18,0.19,2.01,2.36,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Thulium, Tm",ppm,1.14,1.14,0.09,1.07,1.22,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Ytterbium, Yb",ppm,7.3,7.3,0.4,7,7.5,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Pressed Powder Pellet XRF,"Thorium, Th",ppm,382,382,13,348,416,Archived
OREAS 105,U ore,primary,granitic/gneissic,epithermal,Pressed Powder Pellet XRF,"Uranium, U",ppm,563,563,18,513,612,Archived
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Uranium, U",ppm,1143,1143,34,1126,1161,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Thorium, Th",ppm,644,644,30,625,662,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Lanthanum, La",ppm,54,54,3,51,56,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Pressed Powder Pellet XRF,"Thorium, Th",ppm,689,689,18,637,741,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Pressed Powder Pellet XRF,"Uranium, U",ppm,1213,1213,43,1091,1335,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Cerium, Ce",ppm,137,137,11,129,146,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Dysprosium, Dy",ppm,19,19,1.1,18.1,20,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Erbium, Er",ppm,12.2,12.2,0.7,11.5,12.8,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Europium, Eu",ppm,2,2,0.17,1.87,2.12,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Gadolinium, Gd",ppm,18.2,18.2,1.3,17.1,19.3,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Holmium, Ho",ppm,3.9,3.9,0.3,3.7,4.2,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Potassium, K",wt.%,1.59,15900,0.03,1.57,1.6,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Lutetium, Lu",ppm,1.66,1.66,0.05,1.63,1.69,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Neodymium, Nd",ppm,84,84,5,80,88,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Praseodymium, Pr",ppm,19.7,19.7,1.2,18.7,20.7,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Samarium, Sm",ppm,20.7,20.7,1.5,19.5,22,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Terbium, Tb",ppm,3.1,3.1,0.18,2.92,3.28,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Thulium, Tm",ppm,1.88,1.88,0.12,1.77,1.99,Current
OREAS 106,U ore,primary,granitic/gneissic,epithermal,Borate / Peroxide Fusion ICP,"Ytterbium, Yb",ppm,12.1,12.1,0.6,11.7,12.6,Current
OREAS 10c,"Au only, Au >1 ppm",primary,metasediment/basalt,orogenic lode gold,Pb Fire Assay,"Gold, Au",ppm,6.6,6.6,0.16,6.52,6.67,Archived
OREAS 10P,Au >1 ppm,primary,metasediment/basalt,orogenic lode gold,Pb Fire Assay,"Gold, Au",ppm,6.81,6.81,0.24,6.7,6.92,Archived
OREAS 10Pb,Au >1 ppm,primary,metasediment/basalt,orogenic lode gold,Pb Fire Assay,"Gold, Au",ppm,7.15,7.15,0.19,7.04,7.26,Archived
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Copper, Cu",wt.%,0.16,1600,0.005,0.155,0.164,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Iron, Fe",wt.%,24.7,247000,1.7,23.2,26.1,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Silver, Ag",ppm,10,9.9,IND,IND,IND,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Arsenic, As",ppm,103,103,10,99,108,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Cadmium, Cd",ppm,2,1.98,IND,IND,IND,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Cobalt, Co",ppm,32,32,8,18,47,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Lead, Pb",ppm,46,46,11,28,64,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Antimony, Sb",ppm,15,15,2,12,19,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Zinc, Zn",ppm,95,95,23,71,119,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Silver, Ag",ppm,0.58,0.58,0.09,0.51,0.65,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Arsenic, As",ppm,103,103,6,99,107,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Cadmium, Cd",ppm,0.5,0.495,IND,IND,IND,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Cobalt, Co",ppm,24,24,4,21,27,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Copper, Cu",wt.%,0.162,1620,0.006,0.159,0.166,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Iron, Fe",wt.%,25.1,251000,1.9,23.6,26.5,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Lead, Pb",ppm,36.2,36.2,2.4,34.4,38,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Antimony, Sb",ppm,15.2,15.2,1,14.4,16.1,Current
OREAS 110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,4-Acid Digestion,"Zinc, Zn",ppm,72,72,3.2,71,73,Current
OREAS 111,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Copper, Cu",wt.%,2.3,23000,0.12,2.21,2.39,Current
OREAS 111,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,Peroxide Fusion ICP,"Iron, Fe",wt.%,34.1,341000,3.4,31.2,36.9,Current
